username,comment,videoid,title,views,likes,dislikes,polarity,label
Luis Jaimes,Only people who hated rewind 2019 can like this comment,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.45,negative
annoying commenter,Whos here after watching that horrible 2019 rewind in 2020,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-1.0,negative
dangerhamster,"Lol everyone is commenting that 2019 Rewind was so bad and this was the best one, and yet I remember everyone complaining about this one when it came out (look at the dislikes). The internet is so fickle 😅",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.3666666666666667,positive
RIFLEX,The good ole day when the bus was on the ground,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
RaNdoM270,Who else is here after YouTube Rewind 2019’s fail,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.5,negative
Torey Cooley,"2015: lvl 100 boss
2016:lvl 55 gangster
2016: lvl 10 mercenary
2017: lvl 5 crook
2018: lvl 3 drug dealer
2019: lvl 1 crack head",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Obviously Ferrets,I’m here trying to find a decent rewind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.16666666666666666,positive
Bruke fekadu,Who came here to clean their ears after YouTube rewind 2019😂,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.3666666666666667,positive
17 subs with no vids,"Okay, let’s be honest this is one of the best rewinds",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7000000000000001,positive
Bot_ Bogy,Only here bc 2019 rewind was horrible and it was a repost not a rewind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.5,negative
Ooooo01,Can’t believe 2015 was 5 years ago doesn’t feel like it :(,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.75,negative
A Golden Rune,"They actually put a good reference in there
Didn't expect FNAF music",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.35,positive
Sigrún Björk Jóhannsdóttir,Oh the good old days when YouTube rewind was actually good  and not cringe or a watchmojo video,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
TVFilthyFrank,Youtube paid me NOT to be in the video,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
mihajlo nerandžic,This is soo better that the 2019 one,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
Yeet Meta,Who else is here after the terrible 2019 rewind?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-1.0,negative
Mr. Pikileypop,Who’s watching dis in 2020,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Matias Alvarez,Only people ho hated rewind 2019 can like this,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.45,negative
kiana maree,who’s visiting the old rewinds because 2018 was soo bad 🙋🏽‍♀️,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.29999999999999993,negative
Elias Alejandro González,"¿El último o el único rewind bueno?
Like si lo vez en 2020",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
-FidKate LOL-,2:47 - my favourite moment,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Friends Ever Together,"This is my favorite rewind because  YouTube didn't want to make it ""cooler"" and it looks like in this video he didn't care about the dislikes or the comments",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
Ludi et Historia,"After the google analytics 2019, this is a refreshing breath of air.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
"Eme, el chico ejemplar",This was a real Youtube Rewind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.2,positive
Blistshot,2:13 all the motivation you'll ever need and more,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
Thanh Thuy Nguyen,I came here because in the 2019 PewDiePie said this was good,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
Feetツ,Why YouTube rewind 2018 and 2019. Have so much dislikes? :(,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.275,negative
Gabriel Chaves,"This lit was the best because it was only the YouTube es having fun , it wasn’t so elaborated.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.43333333333333335,positive
Ungur Cristi-Andrei,I'm here to forget the worst rewind in 2018.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-1.0,negative
tessa van der heijden,i came back to this for fnaf and my heart just randomly skips a beat at the iconic music box sound,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.1,positive
Darkoes1,This is when it started going poorly.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.4,negative
Sarthak Srivastava,"So, came back huh, to see a rewind that is not shitty.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
mobile_pac,who’s here before the 2020 rewind but after the 2019? :0,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Mr oofer The memester,The days when the bus was on the ground,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
MrTimTom,I miss when YouTube rewind was actually good.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
theminecraftpro rewritten,The dislikes are from 2019 fans.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
RaggaMuffiner,"from 3:57 onwards, i just get goosebumps at how good this was",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
Todoroki Shoto,When YouTube used to be creative cough cough 2019,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
IndoGamer93,Let's take a minute here and leave 2018,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Jaya Shree,2:47 memories bro,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
CB,anybody else get this in their recommended section in 2019?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
RatedR CarC,I’m tryna to see what went wrong after 2017 rewind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.5,negative
LoneBeast,Those were the days when we eagerly waited for the YouTube rewind 😞,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Ghostgirl 708,"This was definitely one of the best ones, it summed up the trends and people of 2015 well, and they brought in good, memorable people. I wish they did more like this.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.54,positive
xXWashiestTitan_72Xx,"This one was my favorite.😌








And still is😌",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Medic Medic,"It’s almost as if when youtube cares about creators that the users actually like, rewind works out.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
The Meme Villager,"1:53 this bus was later turned into the battle bus. Sad, i know.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.25,negative
Rodrigo Ferreira,Definitely the best and the last one that was actually good,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.425,positive
HowToBasic,Needs more eggs,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
Alex Saldana Briones,4:31 who missed the old Smosh when Anthony didn’t leave yet😓,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.1,positive
angelica ls,"Nose pero este rewind me hizo sentir que éramos felices y no lo sabíamos, había varios youtuber y salieron en este rewind creo que fue el arte de este rewind",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Strawberry_Lemxnade,I wish they still did them as good as this...,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
Bob Smith,"I've been watching every rewind since 2012, cos I was disappointed by this year's rewind, and I'm just seeing the dislikes creep up each year, until the tragedy of 2018",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.75,negative
lol lol,"2015= Real YouTubers 


2018= Viners, cringe people (except the animators because they saved it 10%)",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.2,positive
Riverninjaslay2 !,When you remember watch me whip and nae nae 🧠 memories,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
James Place,the only reason why I'm watching tis is because Markiplier is in it,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Keri,"Sup, I’m from 4 years in the future",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Nicolas Chavez,"Que te paso youtube, antes eras chevere ;w;",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Hibby,2020 lets get that glove -,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Mariano Rusca,I want this kind of rewind in 2020,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.6,positive
Heiliger Angel,2015: The last year of YouTube Golden Age,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.15,positive
Zach-Gamer-101 Playz,"2020:t-series 
Me:NOOOOOOOOOOOOOOOOOOOOOOOOOO god help me",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
zyrus penalba,Better than top 10 mojo videos of 2019 youtube rewind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
Dantheman,Who's coming after that sucker 2018 rewind ?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.3,negative
joe rock,Slosh when they were together it does bring a tear to my eye,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
AJKR sings,"(hears fnaf puppet music)
Me: ""YES""",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
DaddyFreud,Remember when the YouTube rewinds where good?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
Tiffany Li,The ending made me cry when this came out,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Hope G.,I’m going back through all the rewinds to compare to this years...don’t mind me.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
JMO Kangaroo,"Youtube recommended this rewind bc of ""2019 rewind""",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
hiram 60hz,1:30 Mi parte favorita y creo que también para la mayoria de los hispanohablantes,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Heloísa dib,"Rewind 2015: actually good
2019: what is rewind?",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
Joshua Piñon,"4:13 , thank you Avicii",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Johnathan Velasquez,"Diseases name:
YouTube rewind 2018
Cure:
YouTube rewind 2015",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Potato Pedro,Bro’s who’s watching this after rewind 2019 just to remember when YouTube made good rewinds,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
advertising,the nostalgia...,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Selena Blackburn,"Anyone 2020?
who liked the Markiplier part, I DID!",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.75,positive
Casecation,Smosh was in this omg this was back when it wasn’t all about advertisement smh they could have youtubers who swore,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Max Ospovat,Anyone else here after the dissapointment of 2018 rewind?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
GACHA KIKI,I feel like this one is better than 2019 rewind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
TheDarkNeko117,2019: A  T O P,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Mariah c.,I only came here for the fnaf part!!! Who else?!,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Royal Peach Productions TM,"I never even watched the rewinds before 2017, and when I look back, I ask myself, “what happened?”",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Wunder Bread,"2015: 193k dislikes in 3 years

2018: 6million dislikes in 3 days",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
JIVIN J,"2015 rewind-perfection by Youtube 
2019 rewind-Youtube rewind 2018:everyone controls rewind part 2",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Rupashree Dalasingh,2018-19 rewind made me realised that THIS WAS THE BEST YOUTUBE REWIND OF THIS UNIVERSE. period.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,1.0,positive
shahmurad junejo,"When there is pewdiepie 
It is favourite",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
KENT,2019? hahaah just reminiscing good memories,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
Safir,"One of the last Rewinds that was actually about Youtube.

Subscribe to Pewdiepie not me",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Joseph Espinoza,Like si sigues viendo los rewind pasados luego de la porquería del rewind 2019,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
RecordHeat,"Honestly, this is so nostalgic.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.04999999999999999,positive
Rei Ichikawa,why are the old rewinds so good??,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.39999999999999997,positive
Kristin Warren,"My first reaction in 2015 : wtf
Me in 2019 :this Is a masterpiece!",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.1875,negative
Vivian Trowbridge,Man this was a good rewind. Wish 2019’s wasn’t just statistics and had this feel.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7,positive
Wagwan.Shennel,Here after the HORRIBLE NOT EVEN A REWIND OF 2019 This is my all time favorite,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.25,negative
Kim Grace,This one is much better than 2019 for sure :(,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.08333333333333333,positive
sovietpepsi13,"YEEEEEEEEEAAAAAAAHHHH
Its REWIND Time!!!",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
TR troy TR ツ,4:29 so much years and I realized that guy is the double rainbow guy,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.1,positive
international playboy,who else is here bc rewind 2017 was so bad lmao,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.04999999999999993,negative
Team SpeechlesSix,This is the best Youtube Rewind. i came here to remove yt rewind 2019 off my mind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,1.0,positive
NicaVeronica,Re-watching all Rewinds from 2013 makes me cry tears of nostalgia,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Lawrence Fong,I mean looking back watching these kind of rewind really makes me feel rewinding,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.121875,positive
DestroSoldier,It's so funny seeing how many dislikes these earlier ones have only in the 1-4.5k dislikes when 2018 has 16+ million dislikes,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.1875,positive
RoBoVader,Anyone come back to this one after seeing the shitty 2018 one?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
RadC,The Best rewind :'),Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,1.0,positive
Ariella,This one was absolutely insane 😍🥰 still my fave,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-1.0,negative
Galaxy Garnet,Rewatched this and cried. I miss being happy like i was this year,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.8,positive
Just A Wolf,this just goes to show how amazing YouTube was...and boy was it great,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.7000000000000001,positive
CptRussia,The last good youtube rewind,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.35,positive
LovinqSierra,"everyone else: saying how they're only here because 2019 sucked


me: OMG IS THAT THE KEURIG GUY",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Coleen Rauled Sullano,"2017 is also good !!!i love the mix of songs.

 2019 was just a compilation not a rewind. damn!!",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.890625,positive
your_ideal_bitch,WHO IS DEPRESSED AFTER COMPARING THIS WITH 2019?????!,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Eric Mckay,What was so wrong about youtube rewind 2019?!,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-0.625,negative
Grotn',This was probably the last rewind that was actually good :/,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.15,positive
Shahrizal Ry's,After watching Youtube Rewind 2019 and i came along watching other years Youtube Rewind. Who else ?! Which year is the best ?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.421875,positive
Anas Humaiyun,"Coming Back To Wash My Eyes, Again✌😐",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Matthew Pratt,"Music✔️
The year I originally started watching YouTube ✔️
Some of my favorite songs ✔️",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.4375,positive
Nate Cavenmiller,"This was the best rewind. So much fun, so memorable",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.6,positive
Pro Launchpadder,Who is also watching this after the 2018 Rewind?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
dark siders,THESE YUTUBE REWIND IS A PERFECT MASTERPIECE,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,1.0,positive
Irvin Tarin,This my favorite one out all of them,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.5,positive
Vasco,"This year was awesome, with such great video games",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.6,positive
JimBlock999,"Me: Best Rewind of all times, haven't seen any newer ones though. Are there more?
All: No.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.75,positive
JiKoOk iS mY ReLiGiOn,When busses used to be on the ground instead of in the air.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Andes Santiago Torres,When I see all the rewinds a lot of flash backs can be find in my memory,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Elizabeth Rechenberg,this just made me so happy lol,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.8,positive
꧁apricot꧂ • 10 years ago,"Honestly this ones my favorite, it had the most recognizable (for me) youtubers and was lowkey wholesome

My favorite wasn’t the older ones because of nostalgia, or the newer ones cause of trends, just this one cause of variety and uniqueness",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.41944444444444445,positive
BadCommenter,Never thought 2015 would give me so much nostalgia.,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.2,positive
Yowaidesu,"People would like to call this rewind
“The last good rewind”",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.35,positive
Kartik Yadav,makes me miss 2015 and have 0 appreciation for 2019,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
ashraf kamal,2:58 creepiest scene nuu matpat u aren’t insane,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,-1.0,negative
Jedany,My Favorite YouTube Rewind <3,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.75,positive
FruitPunch Samurai,"Me after watching Youtube rewind 2017 and 2018: 
6:28",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Doici,"Came here to clean my eyes, because of this year's rewind.",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.3666666666666667,positive
m o o d .,3:30 Is that the same place/cage they used in Sia’s music video Elastic Heart?,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
Rockmhun,i remembered when i was looking for easter egg in this video.Good times,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
cami twig,"after watching rewind 2019, i have decided that for my own benefit, i will watch the rest of the decade’s rewinds to try and forget about 2019",Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.6,positive
Nicholas Gamer,AND WE THOUGHT THAT WAS BAD!!M HAHAHHAHAHHAHAHSUHDGGEUDHDGYEYDFDFR!!! THINK AGAIN!!,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.0,neutral
crystal deer,cries because of how simple and great everything was,Rewind 2015,YouTube Rewind: Now Watch Me 2015 | #YouTubeRewind,151641936,2899029,208570,0.4,positive
